age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41, Local-gov,297248, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,45, United-States, >50K
62, Self-emp-inc,236096, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
65, Private,143175, Some-college,10, Widowed, Sales, Other-relative, White, Female,0,0,45, United-States, <=50K
37, Private,167396, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
59, Private,200700, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States, >50K
26, Private,142689, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, ?, <=50K
43, Local-gov,186995, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
38, State-gov,31352, Some-college,10, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
44, Private,107218, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, State-gov,155397, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K
38, Private,34996, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc,61474, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
46, Private,326857, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,2415,65, United-States, >50K
22, Private,140001, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
75, Private,200068, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
53, Private,283602, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,13550,0,43, United-States, >50K
36, Private,137527, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private,24185, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private,157249, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,50, United-States, >50K
20, Private,306639, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
36, Private,98389, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
27, Self-emp-not-inc,153805, Some-college,10, Married-civ-spouse, Transport-moving, Other-relative, Other, Male,0,0,50, Ecuador, >50K
62, Private,153891, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc,391016, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
46, Private,86220, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,263130, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc,181485, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
45, Private,216932, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private,109996, Assoc-acdm,12, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private,165484, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
33, Private,189368, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
58, Private,102509, 10th,6, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,50, United-States, <=50K
62, Private,162825, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
49, Private,169818, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, >50K
47, Federal-gov,55377, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
37, Federal-gov,203070, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
58, Self-emp-not-inc,196403, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,10, United-States, >50K
32, Private,51150, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
73, Private,220019, 9th,5, Widowed, Other-service, Unmarried, White, Female,0,0,9, United-States, <=50K
49, State-gov,213307, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,256362, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private,175262, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Mexico, <=50K
40, Private,186916, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,163455, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,55, United-States, >50K
38, Private,150601, 10th,6, Separated, Adm-clerical, Unmarried, White, Male,0,3770,40, United-States, <=50K
30, Private,117393, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private,21174, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private,107812, Bachelors,13, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc,119281, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
55, Self-emp-inc,222615, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
30, Self-emp-not-inc,404062, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,15, United-States, >50K
30, Private,156718, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,102359, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
60, Self-emp-not-inc,282066, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
50, Private,134766, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
21, Private,250051, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
39, Private,316211, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Local-gov,207213, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,5, United-States, <=50K
61, Private,221447, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, Local-gov,228723, HS-grad,9, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, ?, >50K
63, Private,31389, 11th,7, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,12, United-States, <=50K
47, Self-emp-not-inc,33300, Assoc-acdm,12, Never-married, Farming-fishing, Other-relative, White, Male,10520,0,45, United-States, >50K
44, Private,191893, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
36, Private,166549, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,202570, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, United-States, <=50K
39, Self-emp-inc,135500, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
37, Private,100508, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private,125938, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
38, Private,234901, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
46, Private,90758, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, >50K
44, Private,279183, Some-college,10, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
58, Self-emp-not-inc,141165, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
34, Private,195602, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
55, ?,487411, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
33, Private,189710, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Mexico, <=50K
43, State-gov,506329, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, ?, >50K
34, Private,265706, Masters,14, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, >50K
54, Private,99434, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, ?,61985, 9th,5, Separated, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
21, Private,131230, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
45, Local-gov,304973, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,78, United-States, >50K
44, Private,344920, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,1617,20, United-States, <=50K
59, Private,122283, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, India, >50K
53, State-gov,281074, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,1092,40, United-States, <=50K
42, Self-emp-inc,348886, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Private,263561, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
35, Private,292185, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,128777, 7th-8th,4, Divorced, Craft-repair, Unmarried, White, Female,0,0,55, United-States, <=50K
24, Private,275421, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private,112627, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Federal-gov,330174, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
37, State-gov,348960, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
24, Private,122272, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private,134480, 11th,7, Never-married, Priv-house-serv, Own-child, White, Female,0,0,25, United-States, <=50K
39, Self-emp-inc,124685, Masters,14, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,99, Japan, >50K
36, Private,181065, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
21, Private,184135, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,1, United-States, <=50K
38, Private,237608, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,2444,45, United-States, >50K
23, Private,62278, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
57, Private,191318, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private,79586, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private,153066, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, Private,163604, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, >50K
40, ?,397346, Assoc-acdm,12, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, State-gov,432052, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,15, United-States, <=50K
29, Private,285419, 12th,8, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc,204247, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
48, Private,101684, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, ?,172582, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private,37783, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private,128645, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private,201631, 9th,5, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private,323811, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States, <=50K
46, Private,269045, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
35, Local-gov,211073, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,61, United-States, >50K
34, Private,506858, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, >50K
56, Private,117872, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
53, State-gov,43952, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,38, United-States, >50K
26, Private,90980, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, <=50K
32, Private,204374, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
50, Private,88926, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,5178,0,40, United-States, >50K
47, Private,185465, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private,267471, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
47, Self-emp-inc,332355, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
39, Self-emp-inc,167482, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-not-inc,134737, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
41, Private,242586, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private,95519, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
51, State-gov,172281, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
36, Private,186110, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov,36651, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,40, United-States, >50K
27, Private,177119, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
31, Private,263561, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2246,45, United-States, >50K
23, Private,69847, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
58, Private,163113, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
54, Federal-gov,128378, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,227070, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,48, El-Salvador, <=50K
36, Self-emp-not-inc,342719, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, ?, >50K
27, Private,230959, Bachelors,13, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
40, Private,208277, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,44, United-States, >50K
33, Private,101345, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,42, Canada, >50K
36, Private,227615, 5th-6th,3, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0,0,32, Mexico, <=50K
33, Private,160216, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,32, ?, <=50K
25, Private,410240, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private,92863, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
60, Private,188650, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?, >50K
56, Private,282023, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
39, Private,58343, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
36, Private,66173, Assoc-acdm,12, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, United-States, <=50K
41, State-gov,108945, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,14344,0,40, United-States, >50K
40, Private,188291, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private,286675, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
76, Federal-gov,25319, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
48, Private,182566, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
20, Private,184678, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
18, Private,198087, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
59, Local-gov,50929, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
64, Federal-gov,175534, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
54, Private,48358, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Private,106546, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,2174,0,40, United-States, <=50K
26, Private,188767, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private,139268, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
34, State-gov,98101, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, ?, >50K
60, ?,191118, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,1848,40, United-States, >50K
47, Local-gov,352614, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
24, Private,237341, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
33, Private,255004, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private,192002, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Canada, >50K
60, Private,33266, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,33975, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
26, Private,136951, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
66, Private,174276, Some-college,10, Widowed, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
40, Private,103474, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States, <=50K
53, Private,266529, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc,73411, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
45, Self-emp-not-inc,94962, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
51, Private,163052, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
34, Private,114973, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, <=50K
25, ?,237865, Some-college,10, Never-married, ?, Own-child, Black, Male,0,0,40, ?, <=50K
59, Local-gov,62020, HS-grad,9, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private,37359, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
70, Private,187292, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,6418,0,40, United-States, >50K
46, Private,155890, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
20, ?,169184, Some-college,10, Never-married, ?, Other-relative, Black, Female,0,0,40, United-States, <=50K
55, Private,308373, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
57, Private,249977, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc,114580, Prof-school,15, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2415,55, United-States, >50K
62, ?,68461, Doctorate,16, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
38, Private,146091, Doctorate,16, Married-civ-spouse, Exec-managerial, Wife, White, Female,99999,0,36, United-States, >50K
28, Private,124680, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,70, United-States, <=50K
44, Private,367749, 1st-4th,2, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
62, Self-emp-not-inc,204085, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
40, Private,144067, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private,259363, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
34, Private,386877, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private,199753, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
48, Self-emp-inc,238966, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc,361280, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,80, Philippines, >50K
40, Self-emp-not-inc,98985, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
28, Private,59335, Bachelors,13, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,15, United-States, <=50K
43, Private,212894, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
40, Local-gov,188436, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
32, Private,256609, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
31, Private,130021, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
32, Private,95885, 11th,7, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,13550,0,60, United-States, >50K
47, Self-emp-not-inc,107231, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
32, Private,100135, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
33, ?,160776, Assoc-voc,11, Divorced, ?, Not-in-family, White, Female,0,0,40, France, <=50K
31, Private,54318, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, Private,167716, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,99, United-States, <=50K
39, Private,48915, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
56, Private,199763, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, Private,181382, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, United-States, >50K
65, ?,195733, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States, >50K
44, Private,242619, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov,327786, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,3325,0,42, United-States, <=50K
40, Private,191342, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
46, Local-gov,141944, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
45, Federal-gov,232997, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
26, Private,375499, 10th,6, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,20, United-States, <=50K
59, Private,231377, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,45, United-States, >50K
36, Private,208358, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,45, United-States, >50K
39, Private,128715, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,10520,0,40, United-States, >50K
31, Private,340917, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,14344,0,40, United-States, >50K
33, Private,62155, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,35, United-States, <=50K
55, Private,190257, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,53, United-States, >50K
28, Private,114158, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,24, United-States, >50K
49, Private,181363, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
51, Private,189551, HS-grad,9, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
42, Private,210275, Masters,14, Divorced, Tech-support, Unmarried, Black, Female,4687,0,35, United-States, >50K
24, Federal-gov,42251, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
48, State-gov,122066, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, >50K
42, Private,76487, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
32, ?,640383, Bachelors,13, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private,187795, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, United-States, >50K
51, Local-gov,110327, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private,184307, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc,105021, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
28, Private,31842, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private,306183, Some-college,10, Divorced, Other-service, Own-child, White, Female,0,0,44, United-States, <=50K
47, Private,176893, HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Male,8614,0,44, United-States, >50K
55, Self-emp-inc,258648, 10th,6, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
